resource_id,author,year,title,doi_isbn,journal,volume_pages
32,"Zapata, F. A., Rodríguez-Ramírez, A., Rodríguez-Moreno, M., Muñoz, C. G., López-Victoria, M.",2007,"Confirmation of the occurrence of the coral Pavona chiriquiensis Glynn, Maté and Stemann (Cnidaria: Anthozoa: Agariciidae) in the Colombian Pacific","",Boletín de Investigaciones Marinas y Costeras,"36, 307-312"
514,"Charuchinda, M., Hylleberg, J.",1984,Skeletal extension of Acropora formosa at a fringing reef in the Andaman Sea,10.1007/BF00288257,Coral Reefs,"3, 215-219"
473,"Smith, L. W., Barshis, D., Birkeland, C.",2007,"Phenotypic plasticity for skeletal growth, density and calcification of Porites lobata in response to habitat type",10.1007/s00338-007-0216-z,Coral Reefs,"26, 559-567"
370,"Draschba, S., P&#x000E4;tzold, J., Wefer, G.",2000,North Atlantic climate variability since AD 1350 recorded in &#x003B4; 18 O and skeletal density of Bermuda corals,10.1007/s005310050301,International Journal of Earth Sciences,"88, 733-741"
741,"Lovelock, C. E., Reef, R., Pandolfi, J. M.",2014,Variation in elemental stoichiometry and RNA:DNA in four phyla of benthic organisms from coral reefs,10.1111/1365-2435.12256,Functional Ecology,"28, 1299-1309"
687,"Szmant, A. M., Weil, E., Miller, M. W., Col&#X000 F3;N, D. E.",1997,Hybridization within the species complex of the scleractinan coral Montastraea annularis,10.1007/s002270050197,Marine Biology,"129, 561-572"
408,"Logan, A., Tomascik, T.",1991,Extension growth rates in two coral species from high-latitude reefs of Bermuda,10.1007/bf00572174,Coral Reefs,"10, 155-160"
431,"Romano, S. L.",1990,Long-term effects of interspecific aggression on growth of the reef-building corals Cyphastrea ocellina (Dana) and Pocillopora damicomis (Linnaeus),10.1016/0022-0981(90)90087-s,Journal of Experimental Marine Biology and Ecology,"140, 135-146"
440,"Torres, J. L., Armstrong, R. A., Corredor, J. E., Gilbes, F.",2007,Physiological Responses of Acropora cervicornis to Increased Solar Irradiance†,10.1562/2006-09-01-RA-1025,Photochemistry and Photobiology,"83, 839-850"
21,"Cole, A. J., Pratchett, M. S., Jones, G. P.",2008,Diversity and functional importance of coral-feeding fishes on tropical coral reefs,10.1111/j.1467-2979.2008.00290.x,Fish and Fisheries,"9, 286-307"
16,"Patten, N. L., Harrison, P. L., Mitchell, J. G.",2008,Prevalence of virus-like particles within a staghorn scleractinian coral (Acropora muricata) from the Great Barrier Reef,10.1007/s00338-008-0356-9,Coral Reefs,"27, 569-580"
672,"Potts, D. C., Done, T. J., Isdale, P. J., Fisk, D. A.",1985,Dominance of a coral community by the genus Porites (Scleractinia),10.3354/meps023079,Marine Ecology Progress Series,"23, 79-84"
119,"Edmondson, C. H.",1929,Growth of Hawaiian corals /,10.5962/bhl.title.58563,,", "
689,"Dustan, P., Halas, J. C.",1987,"Changes in the reef-coral community of Carysfort reef, Key Largo, Florida: 1974 to 1982",10.1007/bf00301378,Coral Reefs,"6, 91-106"
711,"Arrigoni, R., Berumen, M. L., Terraneo, T. I., Caragnano, A., Bouwmeester, J., Benzoni, F.",2014," Forgotten in the taxonomic literature: resurrection of the scleractinian coral genus Sclerophyllia (Scleractinia, Lobophylliidae) from the Arabian Peninsula and its phylogenetic relationships ",10.1080/14772000.2014.978915,Systematics and Biodiversity,"13, 140-163"
386,"Guzmán, H. M., Tudhope, A. W.",1998,Seasonal variation in skeletal extension rate and stable isotopic (13C/12C and 18O/16O) composition in response to several environmental variables in the Caribbean reef coral Siderastrea siderea,10.3354/meps166109,Marine Ecology Progress Series,"166, 109-118"
361,"Crabbe, M.",2010,Topography and spatial arrangement of reef-building corals on the fringing reefs of North Jamaica may influence their response to disturbance from bleaching,10.1016/j.marenvres.2009.09.007,Marine Environmental Research,"69, 158-162"
572,"Thornhill, D. J., Rotjan, R. D., Todd, B. D., Chilcoat, G. C., Iglesias Prieto, R., Kemp, D. W., La Jeunesse, T. C., Reynolds, J. M., Schmidt, G. W., Shannon, T., Warner, M. E., Fitt, W. K.",2011,A Connection between Colony Biomass and Death in Caribbean Reef-Building Corals,10.1371/journal.pone.0029535,PLoS ONE,"6, e29535"
677,"Wallace, C. C., Done, B. J., Muir, P. R.",2012,Revision and catalogue of worldwide staghorn corals Acropora and Isopora (Scleractinia: Acroporidae) in the Museum of Tropical Queensland,"",Memoirs of the Queensland Museum — Nature,"57, 1-255"
40,"Cairns, S. D.",1999,Species richness of recent Scleractinia,10.5479/si.00775630.459.1,Atoll Research Bulletin,"459, 1-46"
745,"Huang, D., Roy, K.",2015,The future of evolutionary diversity in reef corals,10.1098/rstb.2014.0010,Philosophical Transactions of the Royal Society B: Biological Sciences,"370, 20140010-20140010"
74,"Guest, J. R., Baird, A. H., Goh, B. P., Chou, L. M.",2005,Seasonal reproduction in equatorial reef corals,10.1080/07924259.2005.9652186,Invertebrate Reproduction & Development,"48, 207-218"
88,"Marquis, C. P., Baird, A. H., De Nys, R., Holmström, C., Koziumi, N.",2005,An evaluation of the antimicrobial properties of the eggs of 11 species of scleractinian corals,10.1007/s00338-005-0473-7,Coral Reefs,"24, 248-253"
103,"Brooke, S., Young, C. M.",2003,"Reproductive ecology of a deep-water scleractinian coral, Oculina varicosa, from the southeast Florida shelf",10.1016/s0278-4343(03)00080-3,Continental Shelf Research,"23, 847-858"
164,"Wallace, C. C., Chen, C. A., Fukami, H., Muir, P. R.",2007,"Recognition of separate genera within Acropora based on new morphological, reproductive and genetic evidence from Acropora togianensis, and elevation of the subgenus Isopora Studer, 1878 to genus (Scleractinia: Astrocoeniidae; Acroporidae)",10.1007/s00338-007-0203-4,Coral Reefs,"26, 231-239"
207,"Glynn, P. W.",1985,El Nino-associated disturbance to coral reefs and post disturbance mortality by Acanthaster planci,10.3354/meps026295,Marine Ecology Progress Series,"26, 295-300"
300,"Rosenfeld, M., Yam, R., Shemesh, A., Loya, Y.",2003,Implication of water depth on stable isotope composition and skeletal density banding patterns in a Porites lutea colony: results from a long-term translocation experiment,10.1007/s00338-003-0333-2,Coral Reefs,"22, 337-345"
233,"La Jeunesse, T. C., Smith, R., Walther, M., Pinzon, J., Pettay, D. T., Mc Ginley, M., Aschaffenburg, M., Medina Rosas, P., Cupul Magana, A. L., Perez, A. L., Reyes Bonilla, H., Warner, M. E.",2010,Host-symbiont recombination versus natural selection in the response of coral-dinoflagellate symbioses to environmental disturbance,10.1098/rspb.2010.0385,Proceedings of the Royal Society B: Biological Sciences,"277, 2925-2934"
652,"Glynn, P. W., Colley, S. B., Maté, J. L., Baums, I. B., Feingold, J. S., Cortés, J., Guzmán, H. M., Afflerbach, J. C., Brandtneris, V. W., Ault, J. S.",2012,"Reef coral reproduction in the equatorial eastern Pacific: Costa Rica, Panamá, and the Galápagos Islands (Ecuador). VII. Siderastreidae, Psammocora stellata and Psammocora profundacella",10.1007/s00227-012-1979-5,Marine Biology,"159, 1917-1932"
720,"Loya, Y., Sakai, K., Heyward, A.",2009,"Reproductive patterns of fungiid corals in Okinawa, Japan",10.3755/galaxea.11.119,"Galaxea, Journal of Coral Reef Studies","11, 119-129"
558,"Li, S., Yu, K., Shi, Q. i., Chen, T., Zhao, M., Zhao, J.",2008,Interspecies and spatial diversity in the symbiotic zooxanthellae density in corals from northern South China Sea and its relationship to coral reef bleaching,10.1007/s11434-007-0514-4,Chinese Science Bulletin,"53, 295-303"
590,"Gladfeiter, E. H.",1982,Skeletal development in Acropora cervicornis: I. Patterns of calcium carbonate accretion in the axial corallite,10.1007/bf00286539,Coral Reefs,"1, 45-51"
226,"Finney, J. C., Pettay, D. T., Sampayo, E. M., Warner, M. E., Oxenford, H. A., La Jeunesse, T. C.",2010,"The Relative Significance of Host–Habitat, Depth, and Geography on the Ecology, Endemism, and Speciation of Coral Endosymbionts in the Genus Symbiodinium",10.1007/s00248-010-9681-y,Microb Ecol,"60, 250-263"
251,"La Jeunesse, T. C., Pettay, D. T., Sampayo, E. M., Phongsuwan, N., Brown, B., Obura, D. O., Hoegh Guldberg, O., Fitt, W. K.",2010," Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium ",10.1111/j.1365-2699.2010.02273.x,Journal of Biogeography,"37, 785-800"
414,"Martin, D., Le Tissier, A.",1988,The growth and formation of branch tips of Pocillopora damicornis (Linnaeus),10.1016/0022-0981(88)90115-3,Journal of Experimental Marine Biology and Ecology,"124, 115-131"
581,"Lesser, M. P., Weis, V. M., Patterson, M. R., Jokiel, P. L.",1994,"Effects of morphology and water motion on carbon delivery and productivity in the reef coral, Pocillopora damicornis (Linnaeus): Diffusion barriers, inorganic carbon limitation, and biochemical plasticity",10.1016/0022-0981(94)90034-5,Journal of Experimental Marine Biology and Ecology,"178, 153-179"
710,"Schmidt Roach, S., Miller, K. J., Lundgren, P., Andreakis, N.",2014, With eyes wide open: a revision of species within and closely related to the Pocillopora damicornis species complex (Scleractinia; Pocilloporidae) using morphology and genetics ,10.1111/zoj.12092,Zool J Linn Soc,"170, 1-33"
201,"Alroy, J., Marshall, C. R., Bambach, R. K., Bezusko, K., Foote, M., Fursich, F. T., Hansen, T. A., Holland, S. M., Ivany, L. C., Jablonski, D., Jacobs, D. K., Jones, D. C., Kosnik, M. A., Lidgard, S., Low, S., Miller, A. I., Novack Gottshall, P. M., Olszewski, T. D., Patzkowsky, M. E., Raup, D. M., Roy, K., Sepkoski, J. J., Sommers, M. G., Wagner, P. J., Webber, A.",2001,Effects of sampling standardization on estimates of Phanerozoic marine diversification,10.1073/pnas.111144698,Proceedings of the National Academy of Sciences,"98, 6261-6266"
403,"Knittweis, L., Jompa, J., Richter, C., Wolff, M.",2009,"Population dynamics of the mushroom coral Heliofungia actiniformis in the Spermonde Archipelago, South Sulawesi, Indonesia",10.1007/s00338-009-0513-9,Coral Reefs,"28, 793-804"
447,"Ward, S.",1995,"The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Pocillopora damicornis (Linnaeus)",10.1016/0022-0981(94)00180-L,Journal of Experimental Marine Biology and Ecology,"187, 193-206"
11,"Carpenter, K. E., Abrar, M., Aeby, G., Aronson, R. B., Banks, S., Bruckner, A., Chiriboga, A., Cortes, J., Delbeek, J. C., De Vantier, L., Edgar, G. J., Edwards, A. J., Fenner, D., Guzman, H. M., Hoeksema, B. W., Hodgson, G., Johan, O., Licuanan, W. Y., Livingstone, S. R., Lovell, E. R., Moore, J. A., Obura, D. O., Ochavillo, D., Polidoro, B. A., Precht, W. F., Quibilan, M. C., Reboton, C., Richards, Z. T., Rogers, A. D., Sanciangco, J., Sheppard, A., Sheppard, C., Smith, J., Stuart, S., Turak, E., Veron, J. E. N., Wallace, C., Weil, E., Wood, E.",2008,One-Third of Reef-Building Corals Face Elevated Extinction Risk from Climate Change and Local Impacts,10.1126/science.1159196 ,Science,"321, 560-563"
101,"Pires, D. O., Castro, C. B., Ratto, C. C.",1999,"Reef coral reproduction in the Abrolhos Reef Complex, Brazil: the endemic genus Mussismilia",10.1007/s002270050646,Marine Biology,"135, 463-471"
156,"Johnson, K.",1992,"Population dynamics of a free-living coral: recruitment, growth and survivorship of Manicina areolata (Linnaeus) on the Caribbean coast of Panama",10.1016/0022-0981(92)90173-8,Journal of Experimental Marine Biology and Ecology,"164, 171-191"
231,"Green, D. H., Edmunds, P. J., Pochon, X., Gates, R. D.",2010,"The effects of substratum type on the growth, mortality, and photophysiology of juvenile corals in St. John, US Virgin Islands",10.1016/j.jembe.2009.12.008,Journal of Experimental Marine Biology and Ecology,"384, 18-29"
234,"Savage, A. M., Goodson, M. S., Visram, S., Trapido Rosenthal, H., Wiedenmann, J., Douglas, A. E.",2002,Molecular diversity of symbiotic algae at the latitudinal margins of their distribution: dinoflagellates of the genus Symbiodinium in corals and sea anemones,10.3354/meps244017,Marine Ecology Progress Series,"244, 17-26"
238,"Frade, P. R., Englebert, N., Faria, J., Visser, P. M., Bak, R. P. M.",2008,Distribution and photobiology of Symbiodinium types in different light environments for three colour morphs of the coral Madracis pharensis: is there more to it than total irradiance?,10.1007/s00338-008-0406-3,Coral Reefs,"27, 913-925"
243,"Fitt, W., Gates, R., Hoegh Guldberg, O., Bythell, J., Jatkar, A., Grottoli, A., Gomez, M., Fisher, P., Lajuenesse, T., Pantos, O., Iglesias Prieto, R., Franklin, D., Rodrigues, L., Torregiani, J., Van Woesik, R., Lesser, M.",2009,"Response of two species of Indo-Pacific corals, Porites cylindrica and Stylophora pistillata, to short-term thermal stress: The host does matter in determining the tolerance of corals to bleaching",10.1016/j.jembe.2009.03.011,Journal of Experimental Marine Biology and Ecology,"373, 102-110"
715,"Szmant, A. M.",1991,Sexual reproduction by the Caribbean reef corals Montastrea annularis and M. cavernosa,10.3354/meps074013,Marine Ecology Progress Series,"74, 13-25"
699,"Locke, J. M., Weil, E., Coates, K. A.",2007,Newly documented species of Madracis (Scleractinia : Pocilloporidae) from the Caribbean,10.2988/0006-324x(2007)120[214:andsom]2.0.co;2,Proceedings of the Biological Society of Washington,"120, 214-226"
140,"Sakai, K.",1997,"Gametogenesis, spawning, and planula brooding by the reef coral Goniastrea aspera (Scleractinia) in Okinawa, Japan",10.3354/meps151067,Marine Ecology Progress Series,"151, 67-72"
169,"Fan, T. Y., Lin, K. H., Kuo, F. W., Soong, K., Liu, L. L., Fang, L. S.",2006,Diel patterns of larval release by five brooding scleractinian corals,10.3354/meps321133,Marine Ecology Progress Series,"321, 133-142"
463,"Chauvin, A., Denis, V., Cuet, P.",2011,Is the response of coral calcification to seawater acidification related to nutrient loading?,10.1007/s00338-011-0786-7,Coral Reefs,"30, 911-923"
491,"Warner, M. E., Fitt, W. K., Schmidt, G. W.",1996,The effects of elevated temperature on the photosynthetic efficiency of zooxanthellae in hospite from four different species of reef coral: a novel approach,10.1111/j.1365-3040.1996.tb00251.x,"Plant, Cell and Environment","19, 291-299"
560,"Strychar, K. B., Coates, M., Sammarco, P. W.",2004," Loss of Symbiodinium from bleached Australian scleractinian corals ( Acropora hyacinthus , Favites complanata and Porites solida ) ",10.1071/mf03080,Mar. Freshwater Res.,"55, 135"
422,"Moore, W. S., Krishnaswami, S.",1972,Coral growth rates using228Ra and210Pb,10.1016/0012-821X(72)90059-3,Earth and Planetary Science Letters,"15, 187-190"
260,"Stat, M., Bird, C. E., Pochon, X., Chasqui, L., Chauka, L. J., Concepcion, G. T., Logan, D., Takabayashi, M., Toonen, R. J., Gates, R. D.",2011,Variation in Symbiodinium ITS2 Sequence Assemblages among Coral Colonies,10.1371/journal.pone.0015854,PLoS ONE,"6, e15854"
255,"Smith, L. W., Wirshing, H. H., Baker, A. C., Birkeland, C.",2008,Environmental versus genetic influences on growth rates of the corals Pocillopora eydouxi and Porites lobata (Anthozoa: Scleractinia) ,10.2984/1534-6188(2008)62[57:EVGIOG]2.0.CO;2,Pacific Science ,"62, 57-69"
297,Australian Institute of Marine Science,2013,AIMS Coral Fact Sheets,"","",http://coral.aims.gov.au
