96045,90614,1,1,156,9,16.6,16.6,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96046,90615,1,1,137,48,14.65762009,14.65762009,"","","","","","","","raw_value",""
96047,90615,1,1,155,57,313.8006311,313.8006311,"","","","","","","","raw_value",""
96048,90615,1,1,156,9,76.7,76.7,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96049,90616,1,1,137,48,14.12509014,14.12509014,"","","","","","","","raw_value",""
96050,90616,1,1,155,57,387.7587826,387.7587826,"","","","","","","","raw_value",""
96051,90616,1,1,156,9,72.8,72.8,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96052,90617,1,1,137,48,13.47640235,13.47640235,"","","","","","","","raw_value",""
96053,90617,1,1,155,57,436.6402971,436.6402971,"","","","","","","","raw_value",""
96054,90617,1,1,156,9,50,50,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96055,90618,1,1,137,48,13.12082445,13.12082445,"","","","","","","","raw_value",""
96056,90618,1,1,155,57,340.0418661,340.0418661,"","","","","","","","raw_value",""
96057,90618,1,1,156,9,74.8,74.8,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96058,90619,1,1,137,48,13.06929149,13.06929149,"","","","","","","","raw_value",""
96059,90619,1,1,155,57,881.706002,881.706002,"","","","","","","","raw_value",""
96060,90619,1,1,156,9,36.5,36.5,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96061,90620,1,1,137,48,12.72868786,12.72868786,"","","","","","","","raw_value",""
96062,90620,1,1,155,57,714.398905,714.398905,"","","","","","","","raw_value",""
96063,90620,1,1,156,9,52.5,52.5,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96064,90621,1,1,137,48,12.60027558,12.60027558,"","","","","","","","raw_value",""
96065,90621,1,1,155,57,1167.355693,1167.355693,"","","","","","","","raw_value",""
96066,90621,1,1,156,9,66.2,66.2,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96067,90622,1,1,137,48,12.05116728,12.05116728,"","","","","","","","raw_value",""
96068,90622,1,1,155,57,598.2455344,598.2455344,"","","","","","","","raw_value",""
96069,90622,1,1,156,9,58.1,58.1,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96070,90623,1,1,137,48,11.96547189,11.96547189,"","","","","","","","raw_value",""
96071,90623,1,1,155,57,308.1188438,308.1188438,"","","","","","","","raw_value",""
96072,90623,1,1,156,9,42.2,42.2,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96073,90624,1,1,137,48,11.92068246,11.92068246,"","","","","","","","raw_value",""
96074,90624,1,1,155,57,516.2323656,516.2323656,"","","","","","","","raw_value",""
96075,90624,1,1,156,9,46.1,46.1,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96076,90625,1,1,137,48,11.78940832,11.78940832,"","","","","","","","raw_value",""
96077,90625,1,1,155,57,79.71479398,79.71479398,"","","","","","","","raw_value",""
96078,90625,1,1,156,9,71.4,71.4,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96079,90626,1,1,137,48,11.76815865,11.76815865,"","","","","","","","raw_value",""
96080,90626,1,1,155,57,349.5649007,349.5649007,"","","","","","","","raw_value",""
96081,90626,1,1,156,9,61.9,61.9,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96082,90627,1,1,137,48,11.61380586,11.61380586,"","","","","","","","raw_value",""
96083,90627,1,1,155,57,439.3917642,439.3917642,"","","","","","","","raw_value",""
96084,90627,1,1,156,9,0.6,0.6,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96085,90628,1,1,137,48,11.6099621,11.6099621,"","","","","","","","raw_value",""
96086,90628,1,1,155,57,852.4766131,852.4766131,"","","","","","","","raw_value",""
96087,90628,1,1,156,9,78.2,78.2,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96088,90629,1,1,137,48,11.5602651,11.5602651,"","","","","","","","raw_value",""
96089,90629,1,1,155,57,788.2272304,788.2272304,"","","","","","","","raw_value",""
